ticket_number,date,time,article,Quantity,unit_price_euro,revenue
152065,1/16/2021,17:25,GAL FRANGIPANE 4P,1,8,8
152065,1/16/2021,17:25,PAIN CHOCO AMANDES,3,1.5,4.5
152065,1/16/2021,17:25,TRADITIONAL BAGUETTE,1,1.2,1.2
152069,1/16/2021,17:40,TRADITIONAL BAGUETTE,1,1.2,1.2
152070,1/16/2021,17:43,DIVERS PATISSERIE,1,6,6
152070,1/16/2021,17:43,DIVERS VIENNOISERIE,1,6,6
152071,1/16/2021,17:45,SPECIAL BREAD,1,2.4,2.4
152075,1/16/2021,17:55,DIVERS PATISSERIE,1,6,6
152075,1/16/2021,17:55,CEREAL BAGUETTE,1,1.25,1.25
152076,1/16/2021,17:56,TRADITIONAL BAGUETTE,4,1.2,4.8
152077,1/16/2021,18:01,SUCETTE,1,0.3,0.3
152077,1/16/2021,18:01,TRADITIONAL BAGUETTE,2,1.2,2.4
152078,1/16/2021,18:04,DIVERS VIENNOISERIE,1,6,6
152079,1/16/2021,18:06,COUPE,1,0.15,0.15
152080,1/16/2021,18:07,CEREAL BAGUETTE,1,1.25,1.25
152081,1/16/2021,18:09,TRADITIONAL BAGUETTE,1,1.2,1.2
152084,1/16/2021,18:16,COUPE,1,0.15,0.15
152086,1/16/2021,18:19,PAIN AU CHOCOLAT,2,1.2,2.4
152087,1/16/2021,18:24,BOULE POLKA,1,1.6,1.6
152088,1/16/2021,18:24,CEREAL BAGUETTE,2,1.25,2.5
152091,1/16/2021,18:44,BAGUETTE,1,0.9,0.9
152093,1/17/2021,8:32,CROISSANT,2,1.1,2.2
152093,1/17/2021,8:32,CHAUSSON AUX POMMES,1,1.4,1.4
152093,1/17/2021,8:32,PAIN AU CHOCOLAT,2,1.2,2.4
152094,1/17/2021,8:42,PAIN AU CHOCOLAT,2,1.2,2.4
152094,1/17/2021,8:42,BANETTE,2,1.05,2.1
152095,1/17/2021,8:48,BAGUETTE GRAINE,1,1.3,1.3
152096,1/17/2021,8:50,BAGUETTE,1,0.9,0.9
152097,1/17/2021,8:59,CROISSANT,1,1.1,1.1
152097,1/17/2021,8:59,PAIN AU CHOCOLAT,7,1.2,8.4
152099,1/17/2021,9:09,BOULE 200G,1,1.1,1.1
152100,1/17/2021,9:18,COOKIE,1,1,1
152102,1/17/2021,9:36,BANETTE,1,1.05,1.05
152104,1/17/2021,9:39,TRADITIONAL BAGUETTE,2,1.2,2.4
152105,1/17/2021,9:40,TRADITIONAL BAGUETTE,1,1.2,1.2
152106,1/17/2021,9:41,BAGUETTE,2,0.9,1.8
152107,1/17/2021,9:46,PAIN AU CHOCOLAT,2,1.2,2.4
152107,1/17/2021,9:46,CROISSANT,2,1.1,2.2
152109,1/17/2021,9:52,CROISSANT,1,1.1,1.1
152109,1/17/2021,9:52,TRADITIONAL BAGUETTE,1,1.2,1.2
152111,1/17/2021,9:53,TRADITIONAL BAGUETTE,1,1.2,1.2
152111,1/17/2021,9:53,BAGUETTE,4,0.9,3.6
152113,1/17/2021,9:54,PAIN,1,1.15,1.15
152114,1/17/2021,9:58,TRADITIONAL BAGUETTE,2,1.2,2.4
152115,1/17/2021,10:06,DIVERS VIENNOISERIE,1,4,4
152116,1/17/2021,10:07,TRADITIONAL BAGUETTE,1,1.2,1.2
152117,1/17/2021,10:08,PAIN,2,1.15,2.3
152118,1/17/2021,10:12,BANETTE,2,1.05,2.1
152119,1/17/2021,10:17,SPECIAL BREAD,1,2.4,2.4
152127,1/17/2021,10:38,BAGUETTE,2,0.9,1.8
152128,1/17/2021,10:39,TRADITIONAL BAGUETTE,1,1.2,1.2
152129,1/17/2021,10:41,SPECIAL BREAD,1,2.4,2.4
152130,1/17/2021,10:42,BAGUETTE,1,0.9,0.9
152132,1/17/2021,10:45,PAIN AU CHOCOLAT,7,1.2,8.4
152132,1/17/2021,10:45,CROISSANT,4,1.1,4.4
152132,1/17/2021,10:45,TRADITIONAL BAGUETTE,2,1.2,2.4
152133,1/17/2021,10:46,COUPE,1,0.15,0.15
152138,1/17/2021,10:51,BAGUETTE,1,0.9,0.9
152139,1/17/2021,10:52,CAMPAGNE,1,1.8,1.8
152139,1/17/2021,10:52,TRADITIONAL BAGUETTE,2,1.2,2.4
152140,1/17/2021,10:53,TRADITIONAL BAGUETTE,1,1.2,1.2
152141,1/17/2021,10:54,SPECIAL BREAD,1,2.4,2.4
152142,1/17/2021,10:55,TRADITIONAL BAGUETTE,2,1.2,2.4
152143,1/17/2021,10:57,BANETTINE,1,0.6,0.6
152144,1/17/2021,10:58,BANETTE,1,1.05,1.05
152145,1/17/2021,11:00,TRADITIONAL BAGUETTE,1,1.2,1.2
152146,1/17/2021,11:01,FICELLE,2,0.6,1.2
152147,1/17/2021,11:01,TRADITIONAL BAGUETTE,2,1.2,2.4
152147,1/17/2021,11:01,CEREAL BAGUETTE,2,1.25,2.5
152148,1/17/2021,11:03,GAL FRANGIPANE 4P,2,8,16
152149,1/17/2021,11:03,BANETTE,1,1.05,1.05
152149,1/17/2021,11:03,COUPE,1,0.15,0.15
152149,1/17/2021,11:03,BOULE 400G,1,1.5,1.5
152150,1/17/2021,11:11,TRADITIONAL BAGUETTE,5,1.2,6
152150,1/17/2021,11:11,PAIN AU CHOCOLAT,2,1.2,2.4
152151,1/17/2021,11:12,TRADITIONAL BAGUETTE,3,1.2,3.6
152153,1/17/2021,11:20,GAL FRANGIPANE 4P,1,8,8
152155,1/17/2021,11:22,COUPE,1,0.15,0.15
152157,1/17/2021,11:25,DIVERS VIENNOISERIE,1,4,4
152158,1/17/2021,11:26,CROISSANT,5,1.1,5.5
152160,1/17/2021,11:29,TRADITIONAL BAGUETTE,1,1.2,1.2
152161,1/17/2021,11:31,CROISSANT,5,1.1,5.5
152162,1/17/2021,11:33,BANETTE,1,1.05,1.05
152162,1/17/2021,11:33,GAL POIRE CHOCO 4P,1,8,8
152163,1/17/2021,11:34,COMPLET,2,1.5,3
152165,1/17/2021,11:36,VIK BREAD,1,2.5,2.5
152165,1/17/2021,11:36,BOULE 400G,1,1.5,1.5
152166,1/17/2021,11:36,CEREAL BAGUETTE,1,1.25,1.25
152167,1/17/2021,11:37,TRADITIONAL BAGUETTE,3,1.2,3.6
152168,1/17/2021,11:39,CEREAL BAGUETTE,1,1.25,1.25
152172,1/17/2021,11:40,TRADITIONAL BAGUETTE,2,1.2,2.4
152175,1/17/2021,11:43,GAL FRANGIPANE 4P,1,8,8
152175,1/17/2021,11:43,TRADITIONAL BAGUETTE,4,1.2,4.8
152177,1/17/2021,11:44,BOULE 400G,1,1.5,1.5
152177,1/17/2021,11:44,COUPE,1,0.15,0.15
152179,1/17/2021,11:47,CAMPAGNE,1,1.8,1.8
152180,1/17/2021,11:48,TRADITIONAL BAGUETTE,2,1.2,2.4
152184,1/17/2021,11:53,BANETTINE,1,0.6,0.6
152186,1/17/2021,11:57,TRADITIONAL BAGUETTE,2,1.2,2.4
152188,1/17/2021,11:58,TRADITIONAL BAGUETTE,2,1.2,2.4
152189,1/17/2021,11:58,MOISSON,1,2,2
152190,1/17/2021,11:59,PAIN AU CHOCOLAT,4,1.2,4.8
152191,1/17/2021,12:00,VIK BREAD,1,2.5,2.5
152191,1/17/2021,12:00,TRADITIONAL BAGUETTE,1,1.2,1.2
152192,1/17/2021,12:01,TRADITIONAL BAGUETTE,2,1.2,2.4
152195,1/17/2021,12:04,TRADITIONAL BAGUETTE,1,1.2,1.2
152196,1/17/2021,12:05,BANETTE,1,1.05,1.05
152199,1/17/2021,12:07,TRADITIONAL BAGUETTE,2,1.2,2.4
152200,1/17/2021,12:07,GAL FRANGIPANE 4P,1,8,8
152201,1/17/2021,12:09,COUPE,1,0.15,0.15
152203,1/17/2021,12:10,COUPE,1,0.15,0.15
152204,1/17/2021,12:10,BAGUETTE GRAINE,1,1.3,1.3
152205,1/17/2021,12:11,BAGUETTE,1,0.9,0.9
152206,1/17/2021,12:12,GAL POIRE CHOCO 4P,1,8,8
152207,1/17/2021,12:13,TRADITIONAL BAGUETTE,1,1.2,1.2
152213,1/17/2021,12:17,BAGUETTE,1,0.9,0.9
152213,1/17/2021,12:17,GAL POIRE CHOCO 6P,1,12,12
152214,1/17/2021,12:21,GAL POIRE CHOCO 6P,1,12,12
152214,1/17/2021,12:21,GAL FRANGIPANE 6P,1,12,12
152215,1/17/2021,12:22,TRADITIONAL BAGUETTE,1,1.2,1.2
152216,1/17/2021,12:22,TRADITIONAL BAGUETTE,-1,1.2,-1.2
152218,1/17/2021,12:24,CAMPAGNE,1,1.8,1.8
152220,1/17/2021,12:27,TRADITIONAL BAGUETTE,2,1.2,2.4
152221,1/17/2021,12:28,COUPE,1,0.15,0.15
152223,1/17/2021,12:29,COUPE,1,0.15,0.15
152223,1/17/2021,12:29,CAMPAGNE,1,1.8,1.8
152225,1/17/2021,12:30,BAGUETTE,1,0.9,0.9
152225,1/17/2021,12:30,COUPE,1,0.15,0.15
152226,1/17/2021,12:31,TRADITIONAL BAGUETTE,1,1.2,1.2
152227,1/17/2021,12:31,TRADITIONAL BAGUETTE,2,1.2,2.4
152228,1/17/2021,12:31,TRADITIONAL BAGUETTE,3,1.2,3.6
152229,1/17/2021,12:32,TRADITIONAL BAGUETTE,2,1.2,2.4
152230,1/17/2021,12:34,BAGUETTE GRAINE,2,1.3,2.6
152231,1/17/2021,12:34,BAGUETTE,1,0.9,0.9
152231,1/17/2021,12:34,TRADITIONAL BAGUETTE,1,1.2,1.2
152236,1/17/2021,12:40,COUPE,2,0.15,0.3
152236,1/17/2021,12:40,VIK BREAD,2,2.5,5
152237,1/17/2021,12:41,GAL FRANGIPANE 6P,1,12,12
152238,1/17/2021,12:42,TRADITIONAL BAGUETTE,1,1.2,1.2
152239,1/17/2021,12:44,TRADITIONAL BAGUETTE,2,1.2,2.4
152242,1/17/2021,12:49,TRADITIONAL BAGUETTE,1,1.2,1.2
152243,1/17/2021,12:51,DIVERS VIENNOISERIE,1,4,4
152244,1/17/2021,12:53,COUPE,1,0.15,0.15
152245,1/17/2021,12:57,SAND JB,1,3,3
152248,1/17/2021,12:59,DIVERS VIENNOISERIE,1,4,4
152251,1/17/2021,13:02,TRADITIONAL BAGUETTE,4,1.2,4.8
152252,1/17/2021,13:03,TRADITIONAL BAGUETTE,3,1.2,3.6
152253,1/17/2021,13:03,GAL POMME 6P,1,12,12
152254,1/17/2021,13:05,COUPE,1,0.15,0.15
152256,1/17/2021,13:07,TRADITIONAL BAGUETTE,1,1.2,1.2
152258,1/17/2021,13:12,TRADITIONAL BAGUETTE,1,1.2,1.2
152259,1/17/2021,13:13,TRADITIONAL BAGUETTE,1,1.2,1.2
152265,1/17/2021,13:17,PAIN BANETTE,1,1.4,1.4
152266,1/17/2021,13:20,DIVERS VIENNOISERIE,1,6,6
152266,1/17/2021,13:20,MOISSON,1,2,2
152268,1/17/2021,13:23,TRADITIONAL BAGUETTE,1,1.2,1.2
152270,1/17/2021,13:25,COUPE,1,0.15,0.15
152270,1/17/2021,13:25,GACHE,2,5,10
152270,1/17/2021,13:25,TRADITIONAL BAGUETTE,4,1.2,4.8
152271,1/17/2021,13:26,COUPE,1,0.15,0.15
152271,1/17/2021,13:26,TRADITIONAL BAGUETTE,1,1.2,1.2
152273,1/17/2021,13:32,NANTAIS,1,2.5,2.5
152274,1/17/2021,13:32,PAIN BANETTE,1,1.4,1.4
152275,1/17/2021,13:33,PAIN BANETTE,1,1.4,1.4
152276,1/17/2021,13:33,PAIN,1,1.15,1.15
152277,1/17/2021,13:40,SPECIAL BREAD,1,2.4,2.4
152277,1/17/2021,13:40,QUIM BREAD,2,1,2
152279,1/17/2021,13:51,BANETTINE,2,0.6,1.2
152281,1/17/2021,14:01,KOUIGN AMANN,1,2.1,2.1
152281,1/17/2021,14:01,FONDANT CHOCOLAT,2,2.5,5
152282,1/17/2021,14:02,SPECIAL BREAD KG,1,4.8,4.8
152285,1/18/2021,8:39,TRADITIONAL BAGUETTE,1,1.2,1.2
152288,1/18/2021,8:46,BAGUETTE,1,0.9,0.9
152289,1/18/2021,8:50,CROISSANT,1,1.1,1.1
152291,1/18/2021,9:04,SUCETTE,1,0.3,0.3
152292,1/18/2021,9:06,BAGUETTE,1,0.9,0.9
152293,1/18/2021,9:15,COUPE,1,0.15,0.15
152293,1/18/2021,9:15,BAGUETTE,2,0.9,1.8
152294,1/18/2021,9:26,TRADITIONAL BAGUETTE,2,1.2,2.4
152298,1/18/2021,9:42,PAIN AUX RAISINS,2,1.4,2.8
152299,1/18/2021,9:43,BANETTE,2,1.05,2.1
152301,1/18/2021,9:55,TRADITIONAL BAGUETTE,1,1.2,1.2
152302,1/18/2021,9:58,CAFE OU EAU,2,1,2
152304,1/18/2021,10:18,TRADITIONAL BAGUETTE,2,1.2,2.4
152304,1/18/2021,10:18,PAIN AU CHOCOLAT,2,1.2,2.4
152305,1/18/2021,10:31,CEREAL BAGUETTE,1,1.25,1.25
152307,1/18/2021,10:36,BANETTINE,1,0.6,0.6
152310,1/18/2021,10:46,SACHET VIENNOISERIE,1,4,4
152312,1/18/2021,10:48,BANETTE,1,1.05,1.05
152319,1/18/2021,11:13,TRADITIONAL BAGUETTE,1,1.2,1.2
152320,1/18/2021,11:13,BANETTE,1,1.05,1.05
152321,1/18/2021,11:16,TRADITIONAL BAGUETTE,1,1.2,1.2
152322,1/18/2021,11:19,BAGUETTE,1,0.9,0.9
152324,1/18/2021,11:21,BANETTE,1,1.05,1.05
152325,1/18/2021,11:24,SEIGLE,1,1.8,1.8
152325,1/18/2021,11:24,COUPE,1,0.15,0.15
152326,1/18/2021,11:25,BAGUETTE,1,0.9,0.9
152326,1/18/2021,11:25,DEMI BAGUETTE,1,0.45,0.45
152327,1/18/2021,11:28,TRADITIONAL BAGUETTE,1,1.2,1.2
152330,1/18/2021,11:38,FICELLE,2,0.6,1.2
152331,1/18/2021,11:41,COUPE,2,0.15,0.3
152331,1/18/2021,11:41,COMPLET,2,1.5,3
152334,1/18/2021,11:46,BANETTINE,1,0.6,0.6
152334,1/18/2021,11:46,TRADITIONAL BAGUETTE,1,1.2,1.2
152335,1/18/2021,11:46,CROISSANT,1,1.1,1.1
152335,1/18/2021,11:46,BANETTE,1,1.05,1.05
152336,1/18/2021,11:52,COUPE,1,0.15,0.15
152336,1/18/2021,11:52,SPECIAL BREAD,1,2.4,2.4
152338,1/18/2021,11:52,BANETTE,1,1.05,1.05
152342,1/18/2021,12:00,DEMI BAGUETTE,1,0.45,0.45
152346,1/18/2021,12:06,TRADITIONAL BAGUETTE,1,1.2,1.2
152352,1/18/2021,12:12,CAFE OU EAU,1,1,1
152353,1/18/2021,12:15,TRADITIONAL BAGUETTE,3,1.2,3.6
152354,1/18/2021,12:21,CEREAL BAGUETTE,1,1.25,1.25
152355,1/18/2021,12:22,TRADITIONAL BAGUETTE,1,1.2,1.2
152358,1/18/2021,12:33,CROISSANT,1,1.1,1.1
152358,1/18/2021,12:33,GAL FRANGIPANE 4P,1,8,8
152365,1/18/2021,12:44,TRADITIONAL BAGUETTE,1,1.2,1.2
152367,1/18/2021,12:47,TRADITIONAL BAGUETTE,1,1.2,1.2
152369,1/18/2021,12:51,BANETTE,2,1.05,2.1
152369,1/18/2021,12:51,CAMPAGNE,1,1.8,1.8
152370,1/18/2021,12:53,DIVERS VIENNOISERIE,1,4,4
152371,1/18/2021,12:54,BAGUETTE,2,0.9,1.8
152372,1/18/2021,12:54,BAGUETTE,1,0.9,0.9
152372,1/18/2021,12:54,CEREAL BAGUETTE,1,1.25,1.25
152374,1/18/2021,12:55,TRADITIONAL BAGUETTE,1,1.2,1.2
152375,1/18/2021,12:57,COUPE,1,0.15,0.15
152376,1/18/2021,12:58,TRADITIONAL BAGUETTE,1,1.2,1.2
152378,1/18/2021,13:03,BAGUETTE,2,0.9,1.8
152380,1/18/2021,13:06,BAGUETTE,1,0.9,0.9
152381,1/18/2021,13:07,PAIN BANETTE,1,1.4,1.4
152383,1/18/2021,13:08,TRADITIONAL BAGUETTE,1,1.2,1.2
152389,1/18/2021,13:19,BAGUETTE,1,0.9,0.9
152389,1/18/2021,13:19,GAL POMME 4P,1,8,8
152390,1/18/2021,13:26,TRADITIONAL BAGUETTE,3,1.2,3.6
152391,1/18/2021,13:26,TRADITIONAL BAGUETTE,1,1.2,1.2
152392,1/18/2021,13:29,BAGUETTE,1,0.9,0.9
152392,1/18/2021,13:29,PAIN AUX RAISINS,1,1.4,1.4
152393,1/18/2021,13:33,TRADITIONAL BAGUETTE,2,1.2,2.4
152394,1/18/2021,13:35,TRADITIONAL BAGUETTE,3,1.2,3.6
152395,1/18/2021,13:37,COUPE,2,0.15,0.3
152397,1/18/2021,13:39,SAND JB EMMENTAL,1,3.5,3.5
152398,1/18/2021,13:41,TRADITIONAL BAGUETTE,2,1.2,2.4
152400,1/18/2021,13:43,BAGUETTE,1,0.9,0.9
152400,1/18/2021,13:43,TRADITIONAL BAGUETTE,1,1.2,1.2
152403,1/18/2021,13:51,SANDWICH COMPLET,2,4.5,9
152404,1/18/2021,13:54,TRADITIONAL BAGUETTE,2,1.2,2.4
152405,1/18/2021,13:57,SAND JB EMMENTAL,2,3.5,7
152406,1/18/2021,17:12,PAIN AU CHOCOLAT,1,1.2,1.2
152407,1/18/2021,17:37,BANETTE,1,1.05,1.05
152407,1/18/2021,17:37,PAIN,1,1.15,1.15
152408,1/18/2021,17:39,TRADITIONAL BAGUETTE,1,1.2,1.2
152410,1/18/2021,17:45,DIVERS CONFISERIE,1,3,3
152410,1/18/2021,17:45,CHAUSSON AUX POMMES,1,1.4,1.4
152410,1/18/2021,17:45,TRADITIONAL BAGUETTE,2,1.2,2.4
152410,1/18/2021,17:45,PAIN AU CHOCOLAT,3,1.2,3.6
152411,1/18/2021,17:48,PAIN AU CHOCOLAT,1,1.2,1.2
152411,1/18/2021,17:48,CROISSANT,1,1.1,1.1
152413,1/18/2021,17:54,COUPE,1,0.15,0.15
152414,1/18/2021,18:01,COOKIE,2,1,2
152414,1/18/2021,18:01,KOUIGN AMANN,1,2.1,2.1
152415,1/18/2021,18:06,TRADITIONAL BAGUETTE,1,1.2,1.2
152416,1/18/2021,18:11,SPECIAL BREAD,1,2.4,2.4
152417,1/18/2021,18:15,TRADITIONAL BAGUETTE,2,1.2,2.4
152418,1/18/2021,18:23,BANETTE,2,1.05,2.1
152420,1/18/2021,18:37,TRADITIONAL BAGUETTE,1,1.2,1.2
152421,1/18/2021,18:38,BAGUETTE,1,0.9,0.9
152424,1/18/2021,18:42,BOULE 400G,1,1.5,1.5
152429,1/19/2021,8:45,CAFE OU EAU,2,1,2
152430,1/19/2021,8:47,PAIN AU CHOCOLAT,2,1.2,2.4
152431,1/19/2021,8:49,CAFE OU EAU,2,1,2
152433,1/19/2021,8:51,COOKIE,1,1,1
152434,1/19/2021,8:53,CROISSANT AMANDES,2,1.4,2.8
152434,1/19/2021,8:53,PAIN CHOCO AMANDES,1,1.5,1.5
152435,1/19/2021,8:57,BAGUETTE,1,0.9,0.9
152436,1/19/2021,9:01,TRADITIONAL BAGUETTE,1,1.2,1.2
152437,1/19/2021,9:03,DEMI BAGUETTE,1,0.45,0.45
152438,1/19/2021,9:05,CROISSANT,2,1.1,2.2
152438,1/19/2021,9:05,PAIN AUX RAISINS,1,1.4,1.4
152439,1/19/2021,9:13,BAGUETTE,1,0.9,0.9
152440,1/19/2021,9:23,TRADITIONAL BAGUETTE,1,1.2,1.2
152443,1/19/2021,9:45,CAFE OU EAU,1,1,1
152445,1/19/2021,9:49,BANETTE,2,1.05,2.1
152446,1/19/2021,9:52,PAIN,1,1.15,1.15
152447,1/19/2021,9:52,TRADITIONAL BAGUETTE,1,1.2,1.2
152448,1/19/2021,9:53,PAIN,1,1.15,1.15
152449,1/19/2021,9:54,PAIN AUX RAISINS,1,1.4,1.4
152453,1/19/2021,10:09,TRADITIONAL BAGUETTE,1,1.2,1.2
152453,1/19/2021,10:09,SPECIAL BREAD,1,2.4,2.4
152454,1/19/2021,10:11,TRADITIONAL BAGUETTE,2,1.2,2.4
152461,1/19/2021,10:35,BANETTINE,1,0.6,0.6
152465,1/19/2021,10:52,BAGUETTE,1,0.9,0.9
152466,1/19/2021,10:54,TRADITIONAL BAGUETTE,2,1.2,2.4
152469,1/19/2021,11:08,SPECIAL BREAD,1,2.4,2.4
152470,1/19/2021,11:09,COUPE,1,0.15,0.15
152470,1/19/2021,11:09,TRADITIONAL BAGUETTE,1,1.2,1.2
152471,1/19/2021,11:10,TRADITIONAL BAGUETTE,1,1.2,1.2
152472,1/19/2021,11:13,COUPE,1,0.15,0.15
152472,1/19/2021,11:13,SEIGLE,1,1.8,1.8
152473,1/19/2021,11:15,COUPE,1,0.15,0.15
152473,1/19/2021,11:15,CAMPAGNE,1,1.8,1.8
152474,1/19/2021,11:17,BANETTE,1,1.05,1.05
152476,1/19/2021,11:22,BAGUETTE,1,0.9,0.9
152479,1/19/2021,11:26,COUPE,1,0.15,0.15
152480,1/19/2021,11:28,CAFE OU EAU,1,1,1
152482,1/19/2021,11:30,COUPE,1,0.15,0.15
152483,1/19/2021,11:32,BAGUETTE,1,0.9,0.9
152484,1/19/2021,11:35,BAGUETTE,1,0.9,0.9
152486,1/19/2021,11:38,SPECIAL BREAD,1,2.4,2.4
152487,1/19/2021,11:41,PAIN,1,1.15,1.15
152487,1/19/2021,11:41,BAGUETTE,1,0.9,0.9
152488,1/19/2021,11:44,TRADITIONAL BAGUETTE,1,1.2,1.2
152489,1/19/2021,11:44,TRADITIONAL BAGUETTE,1,1.2,1.2
152492,1/19/2021,11:56,BANETTE,1,1.05,1.05
152493,1/19/2021,11:59,TRADITIONAL BAGUETTE,1,1.2,1.2
152494,1/19/2021,12:00,BAGUETTE,1,0.9,0.9
152494,1/19/2021,12:00,CEREAL BAGUETTE,2,1.25,2.5
152495,1/19/2021,12:01,CEREAL BAGUETTE,-2,1.25,-2.5
152495,1/19/2021,12:01,BAGUETTE,-1,0.9,-0.9
152499,1/19/2021,12:06,TRADITIONAL BAGUETTE,3,1.2,3.6
152499,1/19/2021,12:06,KOUIGN AMANN,1,2.1,2.1
152500,1/19/2021,12:07,TRADITIONAL BAGUETTE,1,1.2,1.2
152502,1/19/2021,12:08,FORMULE SANDWICH,1,6.5,6.5
152503,1/19/2021,12:08,BAGUETTE,2,0.9,1.8
152506,1/19/2021,12:17,BOULE 200G,1,1.1,1.1
152509,1/19/2021,12:22,COOKIE,5,1,5
152511,1/19/2021,12:25,SACHET VIENNOISERIE,1,4,4
152512,1/19/2021,12:26,TRADITIONAL BAGUETTE,1,1.2,1.2
152520,1/19/2021,12:50,BANETTE,1,1.05,1.05
152522,1/19/2021,12:54,COUPE,1,0.15,0.15
152522,1/19/2021,12:54,BOULE 200G,1,1.1,1.1
152523,1/19/2021,12:55,BANETTE,1,1.05,1.05
152524,1/19/2021,13:03,SPECIAL BREAD,1,2.4,2.4
152525,1/19/2021,13:03,DIVERS PATISSERIE,1,4,4
152526,1/19/2021,13:04,BAGUETTE,2,0.9,1.8
152532,1/19/2021,13:14,DIVERS PATISSERIE,1,6,6
152534,1/19/2021,13:18,BOULE 400G,1,1.5,1.5
152536,1/19/2021,13:26,TRADITIONAL BAGUETTE,1,1.2,1.2
152537,1/19/2021,13:38,TRADITIONAL BAGUETTE,1,1.2,1.2
152541,1/19/2021,13:54,SANDWICH COMPLET,2,4.5,9
152542,1/19/2021,13:57,SAND JB EMMENTAL,1,3.5,3.5
152545,1/19/2021,14:01,COMPLET,1,1.5,1.5
152545,1/19/2021,14:01,COUPE,1,0.15,0.15
152548,1/19/2021,17:08,TRADITIONAL BAGUETTE,9,1.2,10.8
152550,1/19/2021,17:15,TRADITIONAL BAGUETTE,1,1.2,1.2
152551,1/19/2021,17:19,COUPE,2,0.15,0.3
152553,1/19/2021,17:38,TRADITIONAL BAGUETTE,1,1.2,1.2
152555,1/19/2021,17:46,COUPE,1,0.15,0.15
152555,1/19/2021,17:46,BOULE 400G,1,1.5,1.5
152558,1/19/2021,17:59,TRADITIONAL BAGUETTE,1,1.2,1.2
152559,1/19/2021,18:00,PAIN BANETTE,1,1.4,1.4
152560,1/19/2021,18:01,QUIM BREAD,2,1,2
152561,1/19/2021,18:09,PAIN,1,1.15,1.15
152563,1/19/2021,18:10,TRADITIONAL BAGUETTE,1,1.2,1.2
152564,1/19/2021,18:12,TRADITIONAL BAGUETTE,2,1.2,2.4
152565,1/19/2021,18:15,TRADITIONAL BAGUETTE,2,1.2,2.4
152565,1/19/2021,18:15,DIVERS CONFISERIE,1,3,3
152569,1/19/2021,18:25,CHAUSSON AUX POMMES,1,1.4,1.4
152570,1/19/2021,18:34,TRADITIONAL BAGUETTE,3,1.2,3.6
152572,1/19/2021,18:46,CROISSANT,2,1.1,2.2
152574,1/21/2021,8:47,BAGUETTE,1,0.9,0.9
152574,1/21/2021,8:47,CROISSANT,1,1.1,1.1
152575,1/21/2021,9:10,BAGUETTE,1,0.9,0.9
152585,1/21/2021,10:07,BANETTE,1,1.05,1.05
152586,1/21/2021,10:09,BAGUETTE,1,0.9,0.9
152588,1/21/2021,10:22,TRADITIONAL BAGUETTE,2,1.2,2.4
152589,1/21/2021,10:24,BAGUETTE,1,0.9,0.9
152590,1/21/2021,10:26,COUPE,1,0.15,0.15
152590,1/21/2021,10:26,PAIN AUX RAISINS,1,1.4,1.4
152590,1/21/2021,10:26,SPECIAL BREAD,1,2.4,2.4
152592,1/21/2021,10:32,TRADITIONAL BAGUETTE,1,1.2,1.2
152592,1/21/2021,10:32,BANETTINE,1,0.6,0.6
152595,1/21/2021,10:51,BAGUETTE,1,0.9,0.9
152596,1/21/2021,10:52,TRADITIONAL BAGUETTE,1,1.2,1.2
152597,1/21/2021,10:54,TRADITIONAL BAGUETTE,1,1.2,1.2
152600,1/21/2021,11:04,QUIM BREAD,1,1,1
152601,1/21/2021,11:05,BAGUETTE,4,0.9,3.6
152601,1/21/2021,11:05,TARTELETTE,1,2,2
152603,1/21/2021,11:17,DIVERS VIENNOISERIE,1,4,4
152604,1/21/2021,11:18,DEMI BAGUETTE,1,0.45,0.45
152604,1/21/2021,11:18,TRADITIONAL BAGUETTE,1,1.2,1.2
152605,1/21/2021,11:20,TRADITIONAL BAGUETTE,1,1.2,1.2
152605,1/21/2021,11:20,CROISSANT,2,1.1,2.2
152605,1/21/2021,11:20,FICELLE,1,0.6,0.6
152607,1/21/2021,11:22,BANETTINE,1,0.6,0.6
152607,1/21/2021,11:22,BANETTE,1,1.05,1.05
152611,1/21/2021,11:37,CAMPAGNE,2,1.8,3.6
152611,1/21/2021,11:37,COUPE,2,0.15,0.3
152612,1/21/2021,11:40,BAGUETTE,1,0.9,0.9
152616,1/21/2021,11:46,TRADITIONAL BAGUETTE,1,1.2,1.2
152617,1/21/2021,11:50,TRADITIONAL BAGUETTE,1,1.2,1.2
152619,1/21/2021,11:59,PARIS BREST,3,2,6
152622,1/21/2021,12:07,BOULE 200G,1,1.1,1.1
152623,1/21/2021,12:07,BANETTE,1,1.05,1.05
152625,1/21/2021,12:14,CAMPAGNE,1,1.8,1.8
152632,1/21/2021,12:28,TARTELETTE,3,2,6
152633,1/21/2021,12:30,BAGUETTE,1,0.9,0.9
152634,1/21/2021,12:33,BOULE 400G,1,1.5,1.5
152636,1/21/2021,12:37,COUPE,1,0.15,0.15
152639,1/21/2021,12:39,TARTELETTE,1,2,2
152640,1/21/2021,12:39,BAGUETTE,2,0.9,1.8
152641,1/21/2021,12:45,TRADITIONAL BAGUETTE,1,1.2,1.2
152644,1/21/2021,12:47,BANETTE,1,1.05,1.05
152644,1/21/2021,12:47,TRADITIONAL BAGUETTE,2,1.2,2.4
152646,1/21/2021,13:00,BANETTE,1,1.05,1.05
